Domain	Phylum	Class	Order	Family	Genus	Species	1-MDcol002-5-2	11-MDCol002-label-12-on-bottle	14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4	15-MDcol004-3-1-pretreat	17-MDCOL006-3-1A	19-MDCOL006-3-2A	21-MDCOL006-2-pre-chemo-A	23-MDcol033-1A	25-MDcol036-1A	27-MDcol025-1B	28-7A-1-1	29-7A	3-MDcol002-5-1	30-8B	31-8B	33-6-2	36-40-1B	38-S-Swanson	40-MDCol002-7-43	42-51-1B	45-MDCOL005-1B	46-MDCOL015-1a	48-MDCOL039-1a	5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2	50-MDCOL027-1a	52-MDCOL021-1b	54-MDCOL028-1b	60-MDcol006-4-1A	63-MDcol003-3-2	65-MDCOL003-Post-Chemo-Collection-Cycle-1-A	66-MDCOL004-1A	68-MDCOL003-3-1-Before-Chemo-2-3A	7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3	70-MDCOL004-3-2-Post-Chemo-A	72-MDCOL003-4-1-4A-Before-Chemo-6	75-MDCOL053-1-1-1-Unknown	9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. I3-3-89	1989	2390	630	2223	0	0	0	898	0	1833	2445	1489	1928	1030	3177	2362	2353	9031	4935	2690	0	2188	4308	738	5343	0	0	0	0	556	0	382	774	0	0	3168	1495
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. I4-1-79	2293	1632	717	4653	0	0	0	2212	0	3082	2168	1826	1101	1515	2021	955	1010	2921	1806	900	0	0	5300	837	5548	0	0	0	0	446	0	0	324	0	0	2492	1850
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. I4-3-84	1666	2282	0	3656	0	0	0	854	0	2430	2644	2040	2273	1412	2119	1109	2634	6754	1707	2201	0	1358	3366	849	3984	0	0	1577	0	0	0	0	722	0	0	2107	1818
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BJN0001	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	450	0	0	0	0	0	0	0
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Miniphocaeibacter	Miniphocaeibacter halophilus	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium argentinense	0	0	1470	0	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeropeptidivorans	Anaeropeptidivorans aminofermentans	0	0	0	976	0	0	1016	0	0	913	0	0	0	0	604	487	0	0	0	0	0	905	0	0	925	0	0	0	0	0	0	0	231	0	0	415	498
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens	6225	9397	31920	33024	12340	116538	25860	10032	162580	9550	8110	4265	10732	2918	14528	11264	12779	25962	17525	5630	23416	64263	12367	3635	9767	24353	2241	56675	618	33283	3814	28668	3754	1042	33295	9154	10140
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia spiroformis	0	653	0	0	0	706	1749	0	4725	2185	0	0	0	0	0	457	0	5166	1040	1422	0	3013	1571	0	956	476	36772	0	0	445	0	0	0	0	0	3306	525
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium papyrosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica	678	1025	4152	1112	0	0	2010	1563	1735	1457	895	0	999	329	1491	1202	1267	2303	1590	1112	965	1659	1573	396	1719	511	620	2200	0	3691	0	2036	321	0	1008	833	877
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. E15-22	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2113	0	0	0	0	0	0	0	0	0	0	0	508
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. XT1-2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter aliiformigenes	0	861	0	1248	0	0	0	0	0	0	0	0	0	0	696	996	0	909	934	675	0	0	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0	0	26700	0	0	0	0	0	0	0	0	0	0	0	936	687	0	0	0	0	0	612	0	0	1462	0	0	0	0	2008	0	34648	0	0	11614	0	0
Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Xiashengella	Xiashengella succiniciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AD58	0	0	0	0	1924	704	1596	848	0	935	713	568	1128	0	0	0	0	6101	1601	1478	1519	0	1082	562	1390	0	0	10535	0	0	0	0	286	0	0	729	695
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. FSL W7-1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	647	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis	0	0	0	995	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	535	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus sp. AC40	0	0	0	0	1496	1310	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermocaproicibacter	Thermocaproicibacter melissae	3971	5140	487	2441	0	0	8369	741	0	0	3551	1534	4254	1050	6082	5393	5536	6221	7056	5057	0	7901	1526	1159	2922	782	0	1213	0	911	0	361	1424	0	0	1635	1844
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. FSL R7-0248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	0	0	0	455	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus isalae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003	4379	5372	634	2919	0	0	2965	880	0	804	3806	1615	4414	1154	6536	5844	5906	5585	7308	5267	0	8661	1824	1314	3240	784	0	1472	0	979	0	408	1586	0	0	1713	2137
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus equinus	0	0	0	0	657	0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	4286	5649	6423	16711	884	1795	3194	6468	46829	14259	4804	2770	4435	2383	8142	5648	5607	40588	6955	3720	7919	5105	27236	1982	12628	1574	1406	10528	0	8740	449	17788	2133	0	6862	17237	7083
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Claveliimonas	Claveliimonas bilis	15738	25278	13502	4006	1547	1392	7685	2097	5557	2991	2773	1393	21739	1034	5381	3887	33144	17076	20332	5046	14888	7289	3874	10026	5055	4029	589	7164	0	12295	0	5679	11455	0	3521	3534	3573
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Amygdalobacter	Amygdalobacter nucleatus	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium argilliputei	2221	3239	900	1714	0	0	3655	556	0	0	2207	968	2714	700	3742	3289	3474	3858	4247	2922	0	4775	1242	820	2370	674	0	1248	0	959	0	496	825	0	0	1150	1709
Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens sp. CPB-2	6441	7912	952	3243	0	0	7255	1192	1185	832	5846	2468	6799	1768	9981	8835	8832	7512	11384	8565	0	12666	1848	1656	3250	1291	0	2304	0	1516	0	620	2090	0	0	1919	2147
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium taiwanense	2689	1695	0	4511	0	0	0	1059	0	3237	4775	3840	3588	2787	3005	1436	2300	10149	2369	3095	0	2346	3501	1230	3913	0	0	0	0	0	0	0	636	0	0	2716	1975
Bacteria	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella sp. Yu-01	0	0	0	0	0	0	1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Tepidibacter	Tepidibacter hydrothermalis	0	0	0	0	543	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus genitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Proteiniclasticum	Proteiniclasticum sp. QWL-01	0	0	0	5667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	1046	0	1071	0	0	0	0	0	514	0	205	0	0	702	581
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna sp. AGMB13025	644	979	2397	1272	0	0	1391	559	1252	1045	0	0	944	296	1212	1012	1211	2605	1380	786	0	1889	1466	378	1777	926	0	1735	0	2095	0	1405	333	0	539	1108	789
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. ZQ21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16443	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Petroclostridium	Petroclostridium sp. X23	776	966	505	1346	0	0	1456	0	0	818	767	0	1057	0	1228	1041	1140	1758	1382	881	0	1206	865	378	1318	0	0	0	0	0	0	0	382	0	0	684	801
Bacteria	Bacillota	Clostridia	Eubacteriales	Aristaeellaceae	Aristaeella	Aristaeella hokkaidonensis	0	775	0	2605	0	0	0	0	0	0	0	0	762	0	908	763	849	1334	958	682	0	1128	1055	0	2132	0	0	0	0	472	0	358	348	0	0	860	1237
Bacteria	Bacillota	Clostridia	Eubacteriales	Aristaeellaceae	Aristaeella	Aristaeella lactis	0	729	0	2058	0	0	0	0	0	0	0	0	0	0	732	681	0	1024	0	0	0	725	0	0	1885	0	0	0	0	0	0	0	244	0	0	554	1062
Bacteria	Bacillota	Clostridia	Eubacteriales	Unspecified	Proteiniborus	Proteiniborus sp. MB09-C3	0	0	0	0	0	0	3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenobaculum	Selenobaculum gibii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63718	0	0	4731	0	0
Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia sp. HMT-172	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074	0	0	10974	0	0	0	0	0	0	0	0	0	812	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	Stomatobaculum sp. F0698	0	644	1089	1409	0	0	0	0	0	0	0	0	0	0	891	693	0	1203	920	0	0	675	1016	0	1339	0	0	0	0	884	0	630	223	0	0	623	719
Bacteria	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	Pyramidobacter sp. YE332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1708	0	0	0	0	0	0	699
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp. MB12-C1	1145	1407	1932	3192	800	0	4017	706	2972	1493	1314	686	1648	434	2127	1721	1859	5626	2938	1791	1059	4757	2065	545	2246	783	0	4320	0	1747	0	1260	584	0	835	1186	1604
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Paludihabitans	Paludicola sp. MB14-C6	3357	4105	507	3750	0	0	1395	671	0	0	3065	1472	3701	1004	5140	4503	4759	4470	6213	4270	0	6864	3668	1592	4711	650	0	1753	0	614	0	0	1312	0	0	2320	2932
Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp. MB30-C6	0	655	0	1702	0	0	1285	0	0	0	0	0	0	0	800	685	0	0	954	0	0	1166	814	0	1062	0	0	0	0	0	588	0	252	0	0	437	867
Bacteria	Bacillota	Tissierellia	Unspecified	Unspecified	Sedimentibacter	Sedimentibacter sp. MB35-C1	0	636	0	883	0	0	61895	0	0	0	0	0	0	0	822	789	0	1532	1792	731	0	1150	0	0	666	0	0	0	0	0	0	0	264	0	621	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna sp. MB42-C2	0	803	1199	1086	0	0	2200	588	1127	1145	0	0	752	0	1312	799	1032	4295	2867	881	0	2287	1076	389	1292	640	0	1752	0	1171	0	698	375	0	459	738	891
Bacteria	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella sp. MB52-C2	0	0	0	0	0	0	3831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp. NTUH-O15-33	2277	2504	2102	3348	0	605	1709	1126	0	3041	3057	1505	3386	940	4997	3152	3589	3890	4215	3661	1366	6274	2730	1096	4951	435	861	1947	0	1785	0	1012	1091	0	2489	2558	2768
Bacteria	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Intestinibacillus	Intestinibacillus sp. NTUH-41-i26	1813	1985	0	4244	0	0	1206	2533	1066	8908	3741	2034	3787	1130	5848	2424	2934	2926	2904	1746	3366	4667	3909	1255	9668	368	0	4038	0	553	0	0	1167	0	5594	4690	4454
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna sp. AGMB13020	605	760	1032	1069	0	0	1255	0	0	871	688	0	764	0	1164	946	950	2166	1251	756	0	1733	1321	0	1615	0	0	1134	0	1053	0	657	271	0	0	670	890
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. S5	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4117	0	0	0	619	0	411	0	0	0	611	0
Bacteria	Bacillota	Tissierellia	Unspecified	Unspecified	Sedimentibacter	Sedimentibacter sp. MB31-C6	0	0	0	796	0	0	24188	0	0	0	0	0	0	0	0	447	0	0	0	0	0	706	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Caproicibacter	Caproicibacter sp. BJN0012	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Sinanaerobacter	Sinanaerobacter sp. ZZT-01	810	1026	1360	1502	0	851	1740	0	0	0	790	0	1092	289	1382	1091	1382	1368	1546	812	0	1718	1056	356	1306	0	0	1063	0	1102	0	762	407	0	0	714	744
Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. AE01SA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. MSB163	0	0	0	0	0	0	0	1170	0	1730	0	0	0	0	0	0	0	0	0	992	0	0	4843	0	856	0	0	0	0	0	0	0	0	0	1754	0	989
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp. IPX-CK	1014	1296	1846	4081	761	496	4076	809	3189	1811	1194	614	1540	362	1862	1465	1887	6964	2757	1490	1261	6091	2452	633	2868	976	0	5478	0	2133	0	1523	579	0	780	1505	1976
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora sp. BS-2	0	638	4912	1133	524	0	2644	1188	1387	1005	687	0	898	287	1055	752	844	2424	1394	858	969	1809	1309	376	1200	563	1064	2475	0	4172	0	2097	314	0	1040	709	751
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. CP1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	1148	1108	0	6405	2137	702	1949	0	0	3283	1666	1457	2245	641	691	484	2032	10202	3061	3464	0	0	3966	1153	1177	0	0	8688	0	0	838	0	537	0	749	8733	7229
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	9598	13910	0	71774	0	0	0	25741	0	77813	45152	37250	95888	1596	3204	7234	53069	77713	22932	1590	17814	0	7937	4805	6601	0	0	0	0	0	15438	0	24325	2404	0	79726	490430
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	7213	10786	0	8230	0	0	0	1779	0	44017	33733	28152	74458	395	976	4967	41409	61052	17616	1075	1305	0	41267	3609	45135	1360	0	0	0	0	777	0	18949	0	0	7984	14455
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	3419	1135	0	0	1575	541	1230	613	2267	1744	7169	6419	6150	3603	2742	1454	2643	0	0	3115	0	0	2709	2224	11741	0	0	7395	0	0	0	0	297	0	1006	482	809
Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	953	1633	0	4512	0	0	0	17626	0	0	927	0	1155	336	1236	1152	1649	1017	1892	790	0	797	42831	458	6015	0	0	0	0	603	635	0	509	0	0	1707	5508
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia producta	3024	3269	5274	1735	2547	15590	9054	1837	7408	2056	2720	1437	3743	979	4561	3879	4700	4574	8299	3874	2802	7189	3696	1445	1851	3547	882	13958	0	8808	0	6040	1260	0	4145	2251	2970
Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7825	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter gnavus	9460	11121	96540	13717	8864	4078	37547	8081	156452	16680	11556	5621	15392	4432	22953	17802	13708	24636	20376	8112	345212	68346	32909	4237	9310	15985	733	36145	814	33641	461	25756	3674	0	15784	12813	10752
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	34021	27883	4268	181198	6099	10322	13754	21426	301988	7601	48754	20071	64182	9453	12470	36510	67892	50223	9041	17163	105323	28418	14479	15078	13063	4030	631	96343	0	4417	6159	2073	9012	525	2311	4468	6910
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	1555	1943	2668	3743	0	0	0	929	1750	2939	1620	882	1724	661	2960	2254	2343	6776	3076	1489	1187	1990	4194	793	57860	961	0	1817	0	3053	0	2141	621	0	977	2272	2438
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster asparagiformis	6852	11825	23251	26473	851	3450	8738	14011	15543	5287	6276	3983	13213	2400	7753	7764	10096	24853	20255	8820	3612	9896	8466	8293	6249	1544	3923	18715	0	16367	2150	11659	3292	0	5877	4960	9458
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	860	825	0	977	503	0	0	1817	6836	26194	1310	1139	1548	1334	1094	0	1482	1510	1031	11688	2259	0	10619	958	2601	0	0	0	1987	0	0	0	315	0	3924	646	999
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacterium	Coriobacterium glomerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium	0	0	0	0	19034	28477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	0	0	0	0	1560	1480	955	0	0	0	0	0	0	0	0	0	0	0	0	0	108434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc citreum	0	0	0	0	1488	1378	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	527	0	520	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei	22273	17056	0	10886	5319	974	7654	305425	27329	43351	19618	17347	13610	8245	2604	1921	22573	5860	22045	24347	52926	0	25425	8655	7796	2472	2013	5339	3771	0	1583	0	3309	558	1914	5279	27091
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4371	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	0	0	740	0	836	0	1336	0	0	0	0	0	0	0	625	589	0	949	0	0	1229	963	0	0	949	0	0	0	0	533	0	558	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	[Clostridium] colinum	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium felsineum	0	0	0	0	918	553	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus	0	0	3323	0	2331	1401	3262	0	0	0	0	0	0	0	0	0	0	0	0	0	2803	919	0	0	1526	520	0	920	0	2220	0	1177	0	0	0	0	0
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium intestinale	0	0	1055	0	771	0	1570	0	0	0	0	0	0	0	0	408	0	0	0	0	1584	660	0	0	1129	0	758	0	0	932	0	548	0	0	0	0	0
